event_id,filename,group,sentence_idx,sentence_text,n_trigger_words_in_sentence,trigger_words_in_sentence,n_trigger_words_in_event,trigger_words_in_event,event_text,STRAT,event_label,ROCK,LOCATION,MINERAL,ORE_DEPOSIT,TIMESCALE,reviewed,Near Miss Event,Key trigger phrase,n_trigger_words,polarity,subjectivity,negative,neutral,positive,compound
a085202_m29_189_atr_2009_14238628_108,a085202_m29_189_atr_2009_14238628.json,1,108,further north on e29 558 are a number of prospects from the south robbies reward has been rock chip sampled over a 1 kilometre strike with mineralisation in the central ultramafic within a sericite schist and in the western amphibolites.,1.0,mineralisation,1.0,mineralisation,"best results were 3 metres at 9.18 ppm au from surface in hole otrb046. the area around the workings and south of the rock chip sampling is still to be tested. further north on e29 558 are a number of prospects from the south robbies reward has been rock chip sampled over a 1 kilometre strike with mineralisation in the central ultramafic within a sericite schist and in the western amphibolites. grades of 2.44 ppm au, 8.09 ppm au, 4.18 ppm au and 11.60 ppm au have been returned from the sericite schist and 17.30 ppm au, 4.87 ppm au and 10.4 ppm au have been returned from the amphibolites.",,0,"amphibolites, schist",,sericite,,,True,True,still to be tested,,0.25,0.2625,0.013,0.886,0.101,0.872
a085202_m29_189_atr_2009_14238628_121,a085202_m29_189_atr_2009_14238628.json,1,121,6.0 work carried out during the period during the reporting period 16th october 2008 to 15th october 2009 work on m29 189 included: a review of exploration potential and gold mineralisation at menzies and old mining reports at the dmp.,2.0,"potential, mineralisation",2.0,"potential, mineralisation","the licence is situated south of the junction point of the greenstone belt within the greater greenstone belt. the licence contains the historic spion kop and perseverance mines. 6.0 work carried out during the period during the reporting period 16th october 2008 to 15th october 2009 work on m29 189 included: a review of exploration potential and gold mineralisation at menzies and old mining reports at the dmp. site visit, meeting with kalgoorlie mining consultants compilation of a gis and micromine database.",greenstone belt,0,,"kalgoorlie, perseverance, menzies",gold,,,True,False,,,0.15,0.425,0.0,0.947,0.053,0.5267
a085202_m29_189_atr_2009_14238628_126,a085202_m29_189_atr_2009_14238628.json,1,126,however it was still deemed valuable to get an idea of how much potential ore remained below the mined pit.,1.0,potential,1.0,potential,"during the reporting period, the company undertook a review of the underlying ore at aunt nellie and granny venn. based on the cross sections, and mining history, it was apparent that the remaining ore resource was complex and lacked continuity from section to section and could not be confidently classed as jorc resource of any kind. however it was still deemed valuable to get an idea of how much potential ore remained below the mined pit. using a polygonal section estimate, it was estimated that about 122,000t @ 2.6g t au remained under granny venn and around 14,000t @ 3.3 g t au remained under aunt nellie.",,0,,,,,,True,True,valuable,,0.14166666666666666,0.5805555555555556,0.024,0.915,0.061,0.6054
a085202_m29_189_atr_2009_14238628_131,a085202_m29_189_atr_2009_14238628.json,1,131,"given todays current gold price, there may be an opportunity to bring these mines into operation, where in the past, the economics were not favourable.",1.0,favourable,1.0,favourable,"the tonnages, and grades although low may provide an opportunity for a small, low cost operation to commence in the near future, given the current buoyant gold price. 7.0 proposed work 2009 2010 bluestar resources will concentrate on a scoping study for granny venn and aunt nellie. given todays current gold price, there may be an opportunity to bring these mines into operation, where in the past, the economics were not favourable. other work will include a reevaluation of the geology of the prospects such as the above pits, jenny venn and csr zone.",,0,,,gold,,,True,True,,,-0.04772727272727273,0.3227272727272727,0.042,0.859,0.098,0.6705
a076595_p243952_2005-2007a_final_071129_10888409_15,a076595_p243952_2005-2007a_final_071129_10888409.json,1,15,"gold mineralisation in the menzies kambalda region, eastern goldfields, western australia.",1.0,mineralisation,1.0,mineralisation,"tectono stratigraphy of late archaean greenstone terrains in the southern eastern goldfields, western australia. inco kalgoorlie nickel project diamond drillhole twinning program siberia north project. gold mineralisation in the menzies kambalda region, eastern goldfields, western australia. gswa, perth.",,0,greenstone,"kalgoorlie, menzies, perth, western australia, goldfields, kambalda, siberia","diamond, gold, nickel",,archaean,True,False,,,-0.075,0.15,0.0,0.939,0.061,0.34
a076595_p243952_2005-2007a_final_071129_10888409_51,a076595_p243952_2005-2007a_final_071129_10888409.json,1,51,these upper facies are nonprospective for nickel laterite mineralisation.,1.0,mineralisation,1.0,mineralisation,"as this turbulently flowing sheet of lava with dimensions measured in the 10s to 100s of kilometres cooled, olivine crystals grew and settled, forming an compositional adcumulate pile, resulting in insitu crystal fractionation. further cooling of the now olivinedepleted lava resulted in a change to olivine orthocumulate, pyroxene cumulate, plagioclase pyroxene cumulates and then non cumulate gabbro at the top of the sequence. these upper facies are nonprospective for nickel laterite mineralisation. the adcumulate pile at siberia north is up to 1,500m thick.",,0,"gabbro, laterite",siberia,"nickel, pyroxene, crystal, plagioclase, crystals, olivine",,,True,False,,,0.04999999999999999,0.36875,0.0,0.978,0.022,0.2023
a076595_p243952_2005-2007a_final_071129_10888409_57,a076595_p243952_2005-2007a_final_071129_10888409.json,1,57,"ore genesis is thought to be by way of weathering removing soluble minerals (mgo, sio2, ca, k and na) and elements thereby preferentially concentrating more resistant elements (ni and co) within the extremely leached ultramafic clay weathering profile and supergene enrichment of ni co mineralisation.",1.0,mineralisation,1.0,mineralisation,"further hydromorphic processes are apparent at palaeo watertables, where additional concentration of nickel and the deposition of cobalt occur. nickeliferous laterite, formed by weathering processes since the tertiary, is generally restricted to olivine adto meso cumulate komatiites, rarely reaching ore grades over the more weather resistant orthocumulate komatiite facies rocks. ore genesis is thought to be by way of weathering removing soluble minerals (mgo, sio2, ca, k and na) and elements thereby preferentially concentrating more resistant elements (ni and co) within the extremely leached ultramafic clay weathering profile and supergene enrichment of ni co mineralisation. the prospective (for nickel laterite mineralisation) ultramafic sequence is formed by a range of komatiite lithologies within a single thick, fractionated flow unit.",,0,"komatiites, laterite, komatiite, clay",genesis,"nickel, olivine",,tertiary,True,False,,,0.10039682539682539,0.5488095238095237,0.036,0.964,0.0,-0.4926
a076595_p243952_2005-2007a_final_071129_10888409_66,a076595_p243952_2005-2007a_final_071129_10888409.json,1,66,"the potentially economic nickel cobalt mineralisation, contained within a 0.5% nickel cut off grade halo, is solely within the weathering profile.",1.0,mineralisation,1.0,mineralisation,"basal uooc, up to 50m thick, gradual contact into overlying uomc. the base of weathering averages about 55 metres, with fresh rock being encountered from near surface to depths greater than 80 metres. the potentially economic nickel cobalt mineralisation, contained within a 0.5% nickel cut off grade halo, is solely within the weathering profile. a generalised geological regolith profile typical to siberia north in descending stratigraphic sequence is: alluvial cover predominantly alluvial sheetwash soils and pedogenic carbonates, sharp to gradational boundary.",,0,"sheetwash, regolith",siberia,"nickel, carbonates",,,True,False,,,-0.03645833333333334,0.540625,0.025,0.917,0.058,0.4019
a076595_p243952_2005-2007a_final_071129_10888409_110,a076595_p243952_2005-2007a_final_071129_10888409.json,1,110,"the siberia north project occurs specifically within an adcumulate sheet with a sub aerial extent of 25km by 1.5km, with nickel laterite mineralisation throughout.",1.0,mineralisation,1.0,mineralisation,"the ultramafic rocks of the area exhibit a complex internal stratigraphy which includes a variety of cumulate lithologies and an array of thin flows, which contain both olivine and pyroxene spinifex textures, olivine harrisites, and irregularly distributed amygdales. vesicular textures are believed to have formed during a degassing period, and facilitates the establishment of facing directions for structural interpretations. the siberia north project occurs specifically within an adcumulate sheet with a sub aerial extent of 25km by 1.5km, with nickel laterite mineralisation throughout. zones of increased structural complexity are recognised as having been subjected to more pervasive weathering and accordingly better ni grades result.",,0,laterite,siberia,"nickel, olivine, pyroxene",,,True,False,,,0.06000000000000001,0.45,0.0,0.951,0.049,0.6124
a076595_p243952_2005-2007a_final_071129_10888409_121,a076595_p243952_2005-2007a_final_071129_10888409.json,1,121,"in the menzies region, ultramafics are regionally continuous, and form extensive sheet like suite of units, extending from siberia to ghost rocks north east of menzies (hill et al.1987).",1.0,extensive,1.0,extensive,"siberia north lies within the ora banda domain of swager (1997). the ultramafic rocks of this domain contain the siberia, goongarrie and highway projects. in the menzies region, ultramafics are regionally continuous, and form extensive sheet like suite of units, extending from siberia to ghost rocks north east of menzies (hill et al.1987). siberia north covers a series of interlayered ultramafic and mafic rocks of the walter williams formation (wwf).",walter williams formation,0,mafic rocks,"menzies, siberia, goongarrie, ora banda",,,,True,False,,,0.0,0.3333333333333333,0.069,0.897,0.034,-0.3818
a076595_p243952_2005-2007a_final_071129_10888409_131,a076595_p243952_2005-2007a_final_071129_10888409.json,1,131,"nickel laterite mineralisation is specifically hosted in the weathered mantle of the wwf, to the north east of the lease area the basalts of the pole group dominate.",1.0,mineralisation,1.0,mineralisation,"the wwf, the lower most adcumulate facies of the linger and die group (gswa, 1993), covers approximately 70% of the lease area. this stratigraphic position is precisely equivalent to that of the cawse lateritic nickel deposits. nickel laterite mineralisation is specifically hosted in the weathered mantle of the wwf, to the north east of the lease area the basalts of the pole group dominate. outcrop in the project area is poor.",,0,"laterite, basalts",,nickel,nickel deposits,,True,False,,,0.024999999999999994,0.625,0.138,0.862,0.0,-0.8658
