index,event_id,filename,anumber,sentence_count,report_type,idx,event_text,triggers,label,confidence,user,lower_idx,upper_idx
279919,a085612_qvr_c982004_2010a_final_amended_20100507_10653863_530,a085612_qvr_c982004_2010a_final_amended_20100507_10653863.json,85612,636,Annual,530,"e) Native vegetation should not be cleared if it is significant as a remnant of native vegetation in an area that has been extensively cleared. The vegetation within the project area is not considered to be significant as a remnant of native vegetation that has been extensively cleared. Prior to any clearing it is recommended that a qualified Botanist conducts a more detailed survey of vegetation within areas where proposed exploration activities will take place. f) Native vegetation should not be cleared if it is growing, in, or in association with, an environment associated with a watercourse or wetland. During the baseline survey no vegetation was found to be growing in, or in association with a watercourse or wetland.",proposed,False,High,charlie,530,530
284042,a085837_feysville_2009_annual_12511986_398,a085837_feysville_2009_annual_12511986.json,85837,459,Annual,398,"Note trend of mineralisation and geology at an angle of 40 degrees to section Three angled RC drilled by WMC and one drilled by AAR. Supergene mineralisation located in two western WMC holes at 35 to 44m below surface. The oxidation boundary on this section has a similar pattern to that seen on section to south. The shallow base of complete oxidation on eastern side is underlain by quartz feldspar porphyry compared to the more deeply weathered western side where bedrock is interpreted to be fined grained tuffs and sediments AAR drill hole FEC747 intersected 4m @ 5.42g/t Au near the bottom of the hole, corresponding to a carbonate altered sericite schist.",mineralisation,False,High,charlie,398,399
284502,a085857_aarkoongiepark_annual_09_aar_10946546_1217,a085857_aarkoongiepark_annual_09_aar_10946546.json,85857,3056,Annual,1217,Total 35m and 160m diamond proposed ONEDIN OXIDE ZONE COMPOSITE 5 5.1. Flotation Tests & Results 5 5.3. ONEDIN UPPER TRANSITION ZONE COMPOSITE 8 6.1.,mineralisation,True,Medium,charlie,1216,1219
286879,a085918_c22_2009a_12879110_5,a085918_c22_2009a_12879110.json,85918,375,Annual,5,The initial program consisted of an orientation survey of 150 samples to test the suitability of MMI soil sampling for the regolith and rock types encountered in the project area. The survey was carried out over areas of known and unknown nickel mineralisation. The initial orientation survey successfully identified nickel anomalism with up to 26 time background nickel over the White Cliff Gossan area. The second soil sampling program consisted of 1350 samples collected over an area of 250 square kilometres. The program tested 22 magnetic and structural targets and successfully identified nickel anomalism up to 12 time background over aero magnetic lineaments in the central western (Westside anomaly) section of the lease and again further south (South Western anomaly) (Figure 5).,anomalism,False,High,charlie,5,6
288375,a085975_m47_223_ 2009a_10139808_340,a085975_m47_223_ 2009a_10139808.json,85975,376,Annual,340,"The South Golden Pile is predominantly low-grade, with an average cut grade of 1.69 g/t Au. This zone contains a limited number of composite data (64), and more composites are needed to assess the true grade population of this zone.",highest grades,True,High,charlie,340,341
290081,a086055_haoma - stirling (c286 1997) 2008 09 cmer 11032010_12432827_10,a086055_haoma - stirling (c286 1997) 2008 09 cmer 11032010_12432827.json,86055,42,Annual,10,"Haoma Mining is also the manager and operator of Elazac Project areas. Tenement details are given in Table 1, and tenement locations are shown on Figure 1. 5 LOCAL GEOLOGY/MINERALISATION 7 5.1 Lionel 7 5.2 Copper Hills/Stirling 7 6 WORK COMPLETED 9 6.1 General 9 Group 7 lies within the Archaean eastern Pilbara Craton, a `composite granitoid - greenstone terrain in which domes and belts of metamorphosed supracrustal rocks separate granitoid batholiths (Barley etal: 1998). These supracrustal rocks have been subdivide into 6 supracrustal successions, the Coonterunah Group, Warrawoona Group, Sulphur Springs Group, George Creek Group, De Grey Group and the Fortescue Group.",mineralisation,False,High,charlie,9,11
294634,a086228_e51_1217 annual report 2010_appendix one_15679327_15,a086228_e51_1217 annual report 2010_appendix one_15679327.json,86228,22,Annual,15,"Co-ords for hole collars in existing database are based on the AGD66 datum. As per the image below of drilling at Wilbur, GPS located WMC hole positions (black) in most cases reconcile well with database (grey) as confirmed by several holes which could be positively identified. Holes were given arbitrary hole IDs where no identification was possible (MEKC-*). 14 RC holes were located in this area and appear to be drilled subsequent to the WMC holes (all RC holes drilled towards the east) highlighted in red above. These are not in the database and are assumed to be holes completed by Australasian Gold Mines.",possible,False,High,charlie,15,15
304869,a086592_c04_2010_2010a_12431448_183,a086592_c04_2010_2010a_12431448.json,86592,323,Annual,183,"Ground-truthing of earlier work found that there was a relative error between the positioning of the auger soil samples and the follow-up RAB holes and costeans, and concluded that the latter had not been optimally positioned. Bullion also concluded that RAB drill testing of the Gollum and Saruman targets (see Figure 4) by Goldfields had failed to explain the soil anomalies. Bullion carried RAB drilling programs at various prospects as shown in the table below. - 12 - Bullion RAB drilling results >0.5g/t Au are shown in Table 3 below. The intersection of 4m @ 4.21 g/t Au at Bilbo is presumed to be due to supergene enrichment, but the primary source was not identified.",prospects,False,High,charlie,183,183
308209,a086734_c133_2006_2009a_14639307_704,a086734_c133_2006_2009a_14639307.json,86734,1859,Annual,704,"Primary Cu-Au mineralisation takes the form of chalcopyrite and pyrite in veins. Mineralised veins are concentrated in a 5 to 30 metre wide zone in the hanging wall of the contact between the low- strain, central calc-alkaline unit with strong ferruginous alteration and intermediate schist with moderate ferruginous alteration. Low grade copper mineralisation generally forms a narrower zone or zones within the broader interval of low-grade gold mineralisation. Copper occurs exclusively as chalcopyrite, commonly associated with pyrite and magnetite, in the primary zone. The oxide gold zone is the up-dip continuation of the primary gold zone.","low grade, mineralisation, broader, low grade, mineralisation",False,High,charlie,702,706
309095,a086763_c119_2005_hogans ar_2009_10_cr34850_10575413_117,a086763_c119_2005_hogans ar_2009_10_cr34850_10575413.json,86763,172,Annual,117,"These holes returned anomalism below the transported interface and displayed an alteration assemblage consisting of chlorite biotite lecoxene haematite within a dioritic host rock. Intersections of lamprophyre were also observed in the area. Aircore is not the ideal method to further test this alteration and anomalism, as blade refusal occurs soon after the transported interface. Following an unsuccessful attempt (excessive groundwater) to twin the anomalous historical Goldfields drill hole SAL1089 with RC, a diamond tail (NEWHGDD0001) was drilled by re-entering SAL1089. The drillers experienced problems casing the hole and cased-off at 92m the total depth for SAL1089 was 96m, although it is possible there has been some deviation down hole after the attempt at extending it with RC.",anomalism,False,High,charlie,117,118
311849,a086870_ma_c33_2010_2010a_14946696_732,a086870_ma_c33_2010_2010a_14946696.json,86870,1877,Annual,732,"The project area is located near the north-eastern shores of Lake Barlee, approximately 137 km west of the town of Leonora in the Murchison region of Western Australia. The tenement encompasses a total area of 21,010 hectares. As part of the initial planning stages of the proposed exploration program, Jupiter Mines commissioned Outback Ecology Services (Outback Ecology) to undertake a terrestrial fauna, desktop study in conjunction with vegetation and flora desktop study of the Mt Alfred project area. No site inspection was undertaken and results presented are conclusions based on a desktop study only. A general assessment was made as to the likelihood of particular species of conservation significance occurring within the project area, given the broad habitat types likely to occur.",proposed,False,High,charlie,732,733
311937,a086870_ma_c33_2010_2010a_14946696_1192,a086870_ma_c33_2010_2010a_14946696.json,86870,1877,Annual,1192,Ecological features: Ecological role: A major breeding area for Banded Stilt Cladorhynchus leucocephalus. Plant structural formations: No vegetation occurs on the lake bed; islands and lake margins support low shrubland. Surrounding areas support open scrub. Significance: A good example of an intermittent saline lake of the bioregion. Identified as meeting one Ramsar Criterion for listing as a Wetland of International Importance (Jaensch and Watkins 1999).,support,False,High,charlie,1192,1192
314493,a086992_appendix 1_interpretation of surface & drilling geochemical _14880667_138,a086992_appendix 1_interpretation of surface & drilling geochemical _14880667.json,86992,169,Annual,138,"This drilling has: confirmed at depth (0-50m) some of the anomalies 'knocked out' some of the anomalies which are, with more detailed data related to sediment + ultramafic rather than Ni sulphides. Some have no apparent source in the drilling (rock and lag) and some doubt in these instances must be placed on the location of the surface data. Left a series of anomalies untested by the drilling o one group of soil anomalies form a 080 trend (S of Randles Find in the figure above.)",extensive,True,Low,charlie,138,140
